Date,Year,Month,DayOfWeek,SportID,SportName,Strain,AvgHeartRate,MaxHeartRate,Duration_Minutes,Calories,StartTime,EndTime
03/10/2024,2024,10,Thursday,45,Weightlifting,7.3204,99,157,95,296,2024-10-03T20:38:20.059Z,2024-10-03T22:13:18.059Z
02/10/2024,2024,10,Wednesday,45,Weightlifting,5.5447,91,144,111,215,2024-10-02T20:03:45.570Z,2024-10-02T21:54:15.570Z
01/10/2024,2024,10,Tuesday,45,Weightlifting,6.0297,96,139,104,228,2024-10-01T20:11:27.425Z,2024-10-01T21:55:23.425Z
30/09/2024,2024,9,Monday,30,Soccer,10.0517,128,165,51,409,2024-10-01T01:37:30.514Z,2024-10-01T02:28:29.388Z
30/09/2024,2024,9,Monday,45,Weightlifting,5.331,94,140,76,168,2024-09-30T20:43:16.271Z,2024-09-30T21:59:07.271Z
29/09/2024,2024,9,Sunday,0,Activity,5.1148,97,148,55,130,2024-09-29T06:07:05.808Z,2024-09-29T07:02:06.962Z
27/09/2024,2024,9,Friday,0,Activity,11.3983,151,173,28,344,2024-09-27T21:04:34.393Z,2024-09-27T21:32:07.064Z
27/09/2024,2024,9,Friday,45,Weightlifting,6.0572,97,141,102,222,2024-09-27T19:12:55.773Z,2024-09-27T20:54:27.773Z
26/09/2024,2024,9,Thursday,45,Weightlifting,6.1202,99,137,86,201,2024-09-26T21:35:40.409Z,2024-09-26T23:02:05.409Z
25/09/2024,2024,9,Wednesday,34,Tennis,14.3214,139,173,78,794,2024-09-25T14:06:00.006Z,2024-09-25T15:23:59.641Z
24/09/2024,2024,9,Tuesday,45,Weightlifting,5.452,93,144,75,166,2024-09-24T20:59:47.240Z,2024-09-24T22:14:29.240Z
23/09/2024,2024,9,Monday,45,Weightlifting,4.2849,82,130,60,91,2024-09-23T23:30:00.000Z,2024-09-24T00:30:00.000Z
22/09/2024,2024,9,Sunday,45,Weightlifting,6.2492,98,148,96,239,2024-09-22T16:13:05.935Z,2024-09-22T17:49:01.935Z
20/09/2024,2024,9,Friday,45,Weightlifting,5.4947,105,137,37,132,2024-09-20T21:30:00.039Z,2024-09-20T22:07:29.493Z
20/09/2024,2024,9,Friday,34,Tennis,12.4999,135,168,60,561,2024-09-20T14:01:30.383Z,2024-09-20T15:01:29.511Z
20/09/2024,2024,9,Friday,0,Activity,3.376,90,112,8,11,2024-09-20T03:13:05.885Z,2024-09-20T03:21:11.367Z
18/09/2024,2024,9,Wednesday,45,Weightlifting,6.1588,104,139,61,206,2024-09-18T21:07:30.506Z,2024-09-18T22:08:29.000Z
18/09/2024,2024,9,Wednesday,39,Boxing,10.0241,111,172,90,438,2024-09-18T19:06:00.009Z,2024-09-18T20:35:59.648Z
18/09/2024,2024,9,Wednesday,34,Tennis,12.7675,135,165,69,641,2024-09-18T14:54:00.683Z,2024-09-18T16:02:59.060Z
17/09/2024,2024,9,Tuesday,45,Weightlifting,6.8891,105,143,73,254,2024-09-17T21:35:46.937Z,2024-09-17T22:48:51.937Z
16/09/2024,2024,9,Monday,45,Weightlifting,10.1135,105,160,191,611,2024-09-16T21:03:37.000Z,2024-09-17T00:15:00.649Z
14/09/2024,2024,9,Saturday,63,Ice Skating,5.1496,96,142,65,138,2024-09-14T14:57:53.782Z,2024-09-14T16:03:17.613Z
12/09/2024,2024,9,Thursday,45,Weightlifting,5.8737,96,154,125,255,2024-09-12T14:25:41.802Z,2024-09-12T16:30:40.802Z
09/09/2024,2024,9,Monday,63,Ice Skating,8.2018,104,152,136,408,2024-09-09T15:20:42.881Z,2024-09-09T17:37:10.567Z
09/09/2024,2024,9,Monday,63,Ice Skating,7.4762,100,156,132,358,2024-09-09T11:47:02.463Z,2024-09-09T13:58:49.956Z
08/09/2024,2024,9,Sunday,63,Ice Skating,4.5657,104,134,24,59,2024-09-08T16:19:05.512Z,2024-09-08T16:43:14.504Z
08/09/2024,2024,9,Sunday,45,Weightlifting,4.6508,93,142,67,116,2024-09-08T15:10:19.436Z,2024-09-08T16:17:31.436Z
06/09/2024,2024,9,Friday,63,Ice Skating,8.2795,136,161,28,256,2024-09-06T19:15:00.438Z,2024-09-06T19:43:29.639Z
05/09/2024,2024,9,Thursday,45,Weightlifting,4.2392,89,125,57,83,2024-09-05T10:26:52.716Z,2024-09-05T11:23:47.716Z
04/09/2024,2024,9,Wednesday,63,Ice Skating,5.0269,117,148,18,89,2024-09-04T11:51:00.932Z,2024-09-04T12:08:59.517Z
03/09/2024,2024,9,Tuesday,45,Weightlifting,4.5975,100,144,31,73,2024-09-03T13:16:30.264Z,2024-09-03T13:47:59.229Z
02/09/2024,2024,9,Monday,63,Ice Skating,6.9266,123,161,28,188,2024-09-02T21:12:00.705Z,2024-09-02T21:40:29.891Z
02/09/2024,2024,9,Monday,63,Ice Skating,6.4639,120,163,27,166,2024-09-02T14:34:30.766Z,2024-09-02T15:01:29.604Z
02/09/2024,2024,9,Monday,63,Ice Skating,4.9848,113,141,18,84,2024-09-02T13:28:30.188Z,2024-09-02T13:46:29.734Z
01/09/2024,2024,9,Sunday,63,Ice Skating,7.0248,121,160,33,210,2024-09-01T16:24:00.309Z,2024-09-01T16:56:59.622Z
01/09/2024,2024,9,Sunday,63,Ice Skating,8.9981,120,162,64,391,2024-09-01T15:04:30.311Z,2024-09-01T16:08:59.565Z
31/08/2024,2024,8,Saturday,45,Weightlifting,4.1784,89,133,38,57,2024-08-31T13:44:08.530Z,2024-08-31T14:22:17.530Z
30/08/2024,2024,8,Friday,45,Weightlifting,4.5472,92,139,66,105,2024-08-30T16:53:48.509Z,2024-08-30T17:59:29.509Z
30/08/2024,2024,8,Friday,63,Ice Skating,5.0988,111,154,25,98,2024-08-30T14:19:30.057Z,2024-08-30T14:44:59.480Z
29/08/2024,2024,8,Thursday,63,Ice Skating,5.5954,104,138,57,159,2024-08-29T15:51:29.626Z,2024-08-29T16:48:29.731Z
29/08/2024,2024,8,Thursday,63,Ice Skating,5.0305,98,148,48,114,2024-08-29T12:56:49.833Z,2024-08-29T13:45:19.687Z
28/08/2024,2024,8,Wednesday,45,Weightlifting,5.8947,95,156,84,213,2024-08-28T17:27:17.383Z,2024-08-28T18:51:31.383Z
27/08/2024,2024,8,Tuesday,45,Weightlifting,4.7606,86,144,119,191,2024-08-27T15:40:42.095Z,2024-08-27T17:40:08.095Z
27/08/2024,2024,8,Tuesday,63,Ice Skating,9.4477,106,166,135,501,2024-08-27T11:34:52.410Z,2024-08-27T13:50:10.343Z
27/08/2024,2024,8,Tuesday,63,Ice Skating,4.9234,109,159,22,84,2024-08-27T10:06:00.710Z,2024-08-27T10:28:29.422Z
27/08/2024,2024,8,Tuesday,63,Ice Skating,5.616,104,153,41,143,2024-08-27T09:05:54.723Z,2024-08-27T09:47:21.552Z
26/08/2024,2024,8,Monday,45,Weightlifting,4.8346,91,131,106,169,2024-08-26T16:39:53.759Z,2024-08-26T18:25:45.759Z
26/08/2024,2024,8,Monday,63,Ice Skating,4.8452,104,149,33,86,2024-08-26T12:42:45.480Z,2024-08-26T13:15:36.538Z
26/08/2024,2024,8,Monday,63,Ice Skating,5.4842,99,146,60,162,2024-08-26T11:13:03.528Z,2024-08-26T12:13:01.787Z
26/08/2024,2024,8,Monday,63,Ice Skating,3.9346,76,117,29,37,2024-08-26T09:40:41.462Z,2024-08-26T10:09:29.635Z
24/08/2024,2024,8,Saturday,-1,Unknown,9.9666,128,181,45,349,2024-08-24T19:27:00.118Z,2024-08-24T20:11:59.449Z
24/08/2024,2024,8,Saturday,45,Weightlifting,4.4265,90,138,57,93,2024-08-24T18:26:41.446Z,2024-08-24T19:23:12.446Z
24/08/2024,2024,8,Saturday,63,Ice Skating,6.7803,99,151,110,286,2024-08-24T14:11:52.619Z,2024-08-24T16:01:46.101Z
23/08/2024,2024,8,Friday,45,Weightlifting,5.9138,96,147,96,219,2024-08-23T15:06:33.622Z,2024-08-23T16:42:15.622Z
22/08/2024,2024,8,Thursday,45,Weightlifting,8.9352,109,158,106,427,2024-08-22T18:10:44.816Z,2024-08-22T19:57:06.816Z
21/08/2024,2024,8,Wednesday,1,Running,11.5448,125,158,85,607,2024-08-21T13:25:30.393Z,2024-08-21T14:50:59.860Z
20/08/2024,2024,8,Tuesday,0,Activity,11.9352,159,178,22,310,2024-08-20T18:58:21.061Z,2024-08-20T19:20:22.197Z
20/08/2024,2024,8,Tuesday,52,Hiking/Rucking,6.5186,112,149,43,206,2024-08-20T16:57:00.242Z,2024-08-20T17:40:29.225Z
20/08/2024,2024,8,Tuesday,63,Ice Skating,4.8817,103,143,25,88,2024-08-20T15:55:51.202Z,2024-08-20T16:21:15.000Z
20/08/2024,2024,8,Tuesday,45,Weightlifting,7.805,100,159,133,367,2024-08-20T06:47:40.120Z,2024-08-20T09:00:49.120Z
19/08/2024,2024,8,Monday,52,Hiking/Rucking,13.2617,110,162,225,1047,2024-08-19T13:24:28.640Z,2024-08-19T17:09:14.185Z
17/08/2024,2024,8,Saturday,45,Weightlifting,5.3032,96,138,59,139,2024-08-17T17:00:22.070Z,2024-08-17T17:59:06.070Z
16/08/2024,2024,8,Friday,52,Hiking/Rucking,7.8068,107,147,91,344,2024-08-16T15:55:47.189Z,2024-08-16T17:26:28.683Z
16/08/2024,2024,8,Friday,1,Running,6.1439,120,168,21,136,2024-08-16T14:07:54.103Z,2024-08-16T14:29:05.679Z
15/08/2024,2024,8,Thursday,45,Weightlifting,6.3434,103,165,60,195,2024-08-15T17:11:55.326Z,2024-08-15T18:11:32.326Z
15/08/2024,2024,8,Thursday,63,Ice Skating,4.8345,104,142,21,80,2024-08-15T15:10:30.254Z,2024-08-15T15:31:29.565Z
15/08/2024,2024,8,Thursday,63,Ice Skating,7.6326,101,161,116,352,2024-08-15T12:41:06.301Z,2024-08-15T14:37:19.016Z
15/08/2024,2024,8,Thursday,63,Ice Skating,7.1732,103,158,72,281,2024-08-15T10:05:20.719Z,2024-08-15T11:17:09.480Z
14/08/2024,2024,8,Wednesday,45,Weightlifting,5.8517,97,136,84,196,2024-08-14T10:34:05.617Z,2024-08-14T11:58:30.617Z
13/08/2024,2024,8,Tuesday,45,Weightlifting,6.1122,96,147,102,229,2024-08-13T20:22:09.034Z,2024-08-13T22:04:17.034Z
13/08/2024,2024,8,Tuesday,52,Hiking/Rucking,14.6235,113,191,180,961,2024-08-13T14:45:41.000Z,2024-08-13T17:45:18.999Z
12/08/2024,2024,8,Monday,45,Weightlifting,5.67,94,154,86,186,2024-08-12T10:39:19.378Z,2024-08-12T12:05:12.378Z
11/08/2024,2024,8,Sunday,63,Ice Skating,4.4249,96,134,22,54,2024-08-11T10:28:32.830Z,2024-08-11T10:50:19.668Z
11/08/2024,2024,8,Sunday,63,Ice Skating,4.5072,86,133,48,85,2024-08-11T13:58:08.000Z,2024-08-11T14:46:35.000Z
11/08/2024,2024,8,Sunday,63,Ice Skating,4.2994,95,132,16,39,2024-08-11T12:52:03.999Z,2024-08-11T13:07:35.000Z
10/08/2024,2024,8,Saturday,52,Hiking/Rucking,9.3116,106,156,127,491,2024-08-10T12:39:13.000Z,2024-08-10T14:46:12.999Z
09/08/2024,2024,8,Friday,52,Hiking/Rucking,10.2235,106,163,150,604,2024-08-09T17:09:50.610Z,2024-08-09T19:39:41.000Z
09/08/2024,2024,8,Friday,52,Hiking/Rucking,5.2926,96,144,44,130,2024-08-09T11:09:59.001Z,2024-08-09T11:54:13.000Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,7.4078,101,145,103,322,2024-08-08T20:40:58.001Z,2024-08-08T22:23:37.000Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,6.4673,100,159,66,209,2024-08-08T18:42:51.008Z,2024-08-08T19:48:22.000Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,6.0867,98,160,71,201,2024-08-08T15:52:50.001Z,2024-08-08T17:03:54.999Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,6.5628,117,161,31,182,2024-08-08T15:03:00.077Z,2024-08-08T15:34:29.042Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,6.2349,94,157,64,199,2024-08-08T12:51:43.267Z,2024-08-08T13:55:52.915Z
08/08/2024,2024,8,Thursday,52,Hiking/Rucking,8.2293,107,157,93,374,2024-08-08T11:01:35.346Z,2024-08-08T12:34:23.999Z
08/08/2024,2024,8,Thursday,45,Weightlifting,5.4147,100,148,49,137,2024-08-08T09:04:38.258Z,2024-08-08T09:53:37.258Z
07/08/2024,2024,8,Wednesday,52,Hiking/Rucking,10.7638,109,161,154,648,2024-08-07T17:04:49.001Z,2024-08-07T19:39:02.999Z
07/08/2024,2024,8,Wednesday,63,Ice Skating,4.9156,110,148,18,78,2024-08-07T12:28:46.658Z,2024-08-07T12:46:36.555Z
06/08/2024,2024,8,Tuesday,45,Weightlifting,5.1151,97,131,56,118,2024-08-06T09:53:55.210Z,2024-08-06T10:50:21.210Z
05/08/2024,2024,8,Monday,0,Activity,14.9192,142,186,59,649,2024-08-05T18:58:25.406Z,2024-08-05T19:57:28.900Z
04/08/2024,2024,8,Sunday,45,Weightlifting,8.2231,105,149,121,406,2024-08-04T15:39:07.438Z,2024-08-04T17:40:14.438Z
04/08/2024,2024,8,Sunday,45,Weightlifting,5.6583,117,158,24,132,2024-08-04T15:15:00.113Z,2024-08-04T15:38:59.172Z
03/08/2024,2024,8,Saturday,1,Running,7.1666,127,157,28,212,2024-08-03T18:58:30.306Z,2024-08-03T19:26:59.492Z
03/08/2024,2024,8,Saturday,1,Running,16.5541,115,164,378,1947,2024-08-03T10:48:40.999Z,2024-08-03T17:06:18.000Z
02/08/2024,2024,8,Friday,52,Hiking/Rucking,4.5826,104,150,19,56,2024-08-02T20:18:00.035Z,2024-08-02T20:37:29.944Z
01/08/2024,2024,8,Thursday,63,Ice Skating,5.8441,95,164,82,201,2024-08-01T14:01:36.999Z,2024-08-01T15:23:11.000Z
01/08/2024,2024,8,Thursday,63,Ice Skating,8.4794,131,167,31,261,2024-08-01T12:42:00.286Z,2024-08-01T13:13:29.250Z
01/08/2024,2024,8,Thursday,63,Ice Skating,6.6864,108,163,54,221,2024-08-01T10:06:16.698Z,2024-08-01T11:00:41.109Z
31/07/2024,2024,7,Wednesday,45,Weightlifting,6.5648,105,153,68,222,2024-07-31T17:56:31.017Z,2024-07-31T19:04:19.017Z
31/07/2024,2024,7,Wednesday,63,Ice Skating,9.5104,98,149,280,647,2024-07-31T12:47:09.811Z,2024-07-31T17:27:29.000Z
31/07/2024,2024,7,Wednesday,63,Ice Skating,6.4539,108,161,42,180,2024-07-31T11:00:00.624Z,2024-07-31T11:41:59.200Z
30/07/2024,2024,7,Tuesday,63,Ice Skating,5.3669,94,140,144,242,2024-07-30T11:10:43.053Z,2024-07-30T13:34:47.001Z
29/07/2024,2024,7,Monday,45,Weightlifting,7.4949,113,148,64,301,2024-07-29T18:58:27.561Z,2024-07-29T20:02:14.561Z
29/07/2024,2024,7,Monday,52,Hiking/Rucking,16.8976,139,183,114,1126,2024-07-29T13:46:15.000Z,2024-07-29T15:40:10.000Z
29/07/2024,2024,7,Monday,63,Ice Skating,6.9656,91,147,232,452,2024-07-29T09:28:41.000Z,2024-07-29T13:20:41.008Z
28/07/2024,2024,7,Sunday,63,Ice Skating,4.7939,98,140,39,94,2024-07-28T18:32:15.663Z,2024-07-28T19:11:29.422Z
28/07/2024,2024,7,Sunday,63,Ice Skating,4.0836,96,116,15,22,2024-07-28T12:55:36.158Z,2024-07-28T13:10:26.791Z
27/07/2024,2024,7,Saturday,45,Weightlifting,7.1136,106,158,68,259,2024-07-27T18:03:12.213Z,2024-07-27T19:11:26.213Z
26/07/2024,2024,7,Friday,63,Ice Skating,6.1339,108,161,47,183,2024-07-26T18:09:21.788Z,2024-07-26T18:56:30.211Z
25/07/2024,2024,7,Thursday,52,Hiking/Rucking,5.3564,120,161,18,110,2024-07-25T22:03:00.442Z,2024-07-25T22:20:59.988Z
25/07/2024,2024,7,Thursday,63,Ice Skating,5.9248,114,148,33,160,2024-07-25T11:06:00.690Z,2024-07-25T11:38:59.057Z
24/07/2024,2024,7,Wednesday,63,Ice Skating,5.0372,104,140,34,102,2024-07-24T15:40:03.440Z,2024-07-24T16:13:50.426Z
24/07/2024,2024,7,Wednesday,63,Ice Skating,6.7734,100,147,87,268,2024-07-24T13:45:44.141Z,2024-07-24T15:12:33.389Z
24/07/2024,2024,7,Wednesday,63,Ice Skating,9.8947,114,175,98,494,2024-07-24T11:04:34.160Z,2024-07-24T12:42:30.222Z
24/07/2024,2024,7,Wednesday,45,Weightlifting,5.4559,98,139,73,159,2024-07-24T08:11:11.156Z,2024-07-24T09:23:55.156Z
23/07/2024,2024,7,Tuesday,63,Ice Skating,6.2162,122,159,21,136,2024-07-23T12:30:00.111Z,2024-07-23T12:50:59.421Z
23/07/2024,2024,7,Tuesday,63,Ice Skating,6.0082,125,157,19,136,2024-07-23T11:19:30.398Z,2024-07-23T11:38:59.330Z
23/07/2024,2024,7,Tuesday,63,Ice Skating,5.1685,116,146,18,94,2024-07-23T09:45:00.699Z,2024-07-23T10:02:59.270Z
23/07/2024,2024,7,Tuesday,63,Ice Skating,5.1168,118,143,16,93,2024-07-23T08:37:30.736Z,2024-07-23T08:53:59.919Z
21/07/2024,2024,7,Sunday,34,Tennis,8.5429,141,162,22,232,2024-07-21T20:06:00.399Z,2024-07-21T20:28:29.111Z
21/07/2024,2024,7,Sunday,45,Weightlifting,9.5662,105,164,169,531,2024-07-21T16:48:52.384Z,2024-07-21T19:37:36.384Z
20/07/2024,2024,7,Saturday,63,Ice Skating,8.9432,143,169,22,243,2024-07-20T04:34:30.263Z,2024-07-20T04:56:59.906Z
19/07/2024,2024,7,Friday,45,Weightlifting,11.0961,112,163,140,636,2024-07-19T22:11:50.687Z,2024-07-20T00:31:28.687Z
19/07/2024,2024,7,Friday,34,Tennis,13.6236,141,171,66,690,2024-07-19T13:00:00.586Z,2024-07-19T14:05:59.212Z
18/07/2024,2024,7,Thursday,45,Weightlifting,8.9735,109,149,112,450,2024-07-18T22:55:40.805Z,2024-07-19T00:47:34.805Z
18/07/2024,2024,7,Thursday,34,Tennis,12.5969,140,169,54,554,2024-07-18T21:18:00.465Z,2024-07-18T22:11:59.103Z
17/07/2024,2024,7,Wednesday,45,Weightlifting,6.2428,97,148,115,249,2024-07-17T21:49:56.885Z,2024-07-17T23:44:46.885Z
17/07/2024,2024,7,Wednesday,34,Tennis,12.3339,135,159,63,583,2024-07-17T20:01:30.307Z,2024-07-17T21:04:29.170Z
16/07/2024,2024,7,Tuesday,34,Tennis,11.5753,133,161,57,504,2024-07-16T21:06:00.420Z,2024-07-16T22:02:59.783Z
16/07/2024,2024,7,Tuesday,45,Weightlifting,6.3421,95,141,126,282,2024-07-16T17:55:00.974Z,2024-07-16T20:00:36.974Z
15/07/2024,2024,7,Monday,34,Tennis,13.1898,136,168,70,665,2024-07-15T20:54:00.180Z,2024-07-15T22:04:29.923Z
15/07/2024,2024,7,Monday,45,Weightlifting,8.7879,108,156,101,411,2024-07-15T18:53:53.962Z,2024-07-15T20:34:38.962Z
14/07/2024,2024,7,Sunday,63,Ice Skating,5.253,105,149,31,109,2024-07-14T15:26:38.098Z,2024-07-14T15:57:17.522Z
12/07/2024,2024,7,Friday,45,Weightlifting,6.3203,97,146,113,250,2024-07-12T18:36:35.929Z,2024-07-12T20:29:41.929Z
11/07/2024,2024,7,Thursday,34,Tennis,13.0521,135,174,67,632,2024-07-11T21:01:30.700Z,2024-07-11T22:08:59.712Z
11/07/2024,2024,7,Thursday,45,Weightlifting,7.989,101,142,140,390,2024-07-11T17:06:29.667Z,2024-07-11T19:26:05.667Z
10/07/2024,2024,7,Wednesday,34,Tennis,11.0588,137,169,45,433,2024-07-10T21:04:30.515Z,2024-07-10T21:49:29.831Z
10/07/2024,2024,7,Wednesday,45,Weightlifting,8.7044,108,154,98,418,2024-07-10T17:46:25.943Z,2024-07-10T19:24:11.943Z
09/07/2024,2024,7,Tuesday,45,Weightlifting,4.0373,76,121,60,78,2024-07-10T00:00:00.000Z,2024-07-10T01:00:00.000Z
07/07/2024,2024,7,Sunday,45,Weightlifting,11.3063,109,158,172,733,2024-07-07T21:35:36.477Z,2024-07-08T00:27:56.477Z
07/07/2024,2024,7,Sunday,231,Unknown,12.3832,139,168,48,486,2024-07-07T20:21:00.609Z,2024-07-07T21:08:59.675Z
06/07/2024,2024,7,Saturday,45,Weightlifting,12.0514,118,157,115,697,2024-07-06T22:05:45.593Z,2024-07-07T00:00:45.593Z
06/07/2024,2024,7,Saturday,30,Soccer,8.0537,119,160,39,244,2024-07-06T19:28:30.310Z,2024-07-06T20:07:29.166Z
05/07/2024,2024,7,Friday,45,Weightlifting,5.8819,96,144,96,214,2024-07-05T17:13:00.820Z,2024-07-05T18:48:33.820Z
05/07/2024,2024,7,Friday,45,Weightlifting,4.8645,88,134,61,123,2024-07-05T14:00:30.000Z,2024-07-05T15:01:29.000Z
04/07/2024,2024,7,Thursday,45,Weightlifting,9.5331,106,153,140,526,2024-07-04T17:54:29.617Z,2024-07-04T20:14:51.617Z
03/07/2024,2024,7,Wednesday,45,Weightlifting,7.3727,108,163,68,274,2024-07-03T12:40:40.359Z,2024-07-03T13:48:18.359Z
03/07/2024,2024,7,Wednesday,45,Weightlifting,1.709,95,122,2,3,2024-07-03T10:21:46.705Z,2024-07-03T10:23:20.705Z
01/07/2024,2024,7,Monday,45,Weightlifting,7.0288,102,141,93,281,2024-07-01T21:38:29.825Z,2024-07-01T23:11:23.825Z
